,User ID,Guild Membership,Side-quest Engagement,Inventory Rarity,In-game Purchases
118,c331b6c1,member,high,few or none,224.49
119,44d11a2d,nonmember,high,many,55.16
120,5d6d8a65,member,low,few or none,216.39
121,9d9c8dc7,member,high,many,140.01
122,9346ffe6,member,low,few or none,226.73
123,8b736199,nonmember,low,few or none,39.87
124,560b2889,nonmember,high,many,57.42
125,621318e3,nonmember,low,few or none,53.18
126,0de709a5,nonmember,low,few or none,41.01
127,3330778e,nonmember,low,few or none,9.48
128,2763fa21,member,high,many,1.11
129,944a372c,nonmember,high,many,49.13
130,e102d7ab,member,high,many,141.07
131,81f36d22,nonmember,low,few or none,29.81
132,78a69edc,nonmember,low,few or none,76.04
133,fafb4fe1,nonmember,low,few or none,33.43
134,efa4375f,nonmember,low,few or none,26.75
135,a8df87ec,member,high,few or none,211.22
136,7237cee9,nonmember,high,many,55.13
137,b3ba6b44,nonmember,low,few or none,33.29
138,717fd0d9,nonmember,low,few or none,47.77
139,7dcbd886,nonmember,low,few or none,21.32
140,f2546d26,nonmember,low,many,67.01
141,68a1ee1c,member,high,few or none,225.54
142,f1ec55d3,nonmember,low,few or none,6.78
143,b45ba691,member,high,many,95.44
144,5821d437,member,high,many,174.16
145,6c5f3c1d,member,high,many,154.86
146,47eb4ac5,nonmember,low,few or none,12.14
147,d5f0c4b8,nonmember,high,few or none,34.82
148,96501e82,nonmember,low,few or none,0.35
149,fdcf742b,member,high,many,203.5
150,2b4203c9,member,high,many,250.42
151,747ca122,nonmember,low,few or none,43.9
152,618a602a,nonmember,low,few or none,52.93
153,ba5b1677,nonmember,low,few or none,35.23
154,587da07c,nonmember,high,many,59.33
155,68589945,nonmember,high,many,55.77
156,4bef9e08,nonmember,low,few or none,4.48
157,3fb9951d,nonmember,low,few or none,13.97
158,f1ca48d7,nonmember,low,few or none,12.09
159,668de992,nonmember,low,few or none,19.87
160,1513fee1,nonmember,low,few or none,26.25
161,ba20c581,nonmember,high,many,61.62
162,7a70d796,nonmember,high,many,49.86
163,70c98479,member,low,few or none,222.62
164,e1fd9c57,nonmember,high,many,66.19
165,7f9715df,nonmember,high,many,54.07
166,39cf82cf,nonmember,low,few or none,0.97
167,3e314625,nonmember,low,few or none,10.04
168,f86253a6,member,high,many,98.61
169,1a600eaa,member,high,many,213.31
170,9e16dfc8,nonmember,low,few or none,56.45
171,cac8296a,nonmember,high,many,51.59
172,fce08135,nonmember,low,few or none,10.64
173,dcaae55e,nonmember,high,few or none,54.91
174,d99b05d5,nonmember,low,few or none,39.98
175,21e1e10f,nonmember,low,few or none,14.32
176,0b9b2338,member,high,many,141.03
177,97174a8b,nonmember,low,many,56.55
178,c44e71c2,nonmember,low,few or none,20.24
179,41fc4b11,member,low,few or none,221.11
180,ff43f1e1,nonmember,low,few or none,51.7
181,774506d9,nonmember,low,few or none,55.21
182,11636da4,nonmember,low,few or none,6.74
183,e7ddac74,nonmember,low,few or none,40.24
184,0f134121,nonmember,high,many,59.6
185,2b044354,member,high,few or none,227.72
186,9f799481,nonmember,low,few or none,11.53
187,bf93ff4b,member,high,many,117.39
188,01a186b4,member,high,few or none,222.53
189,fb1c0aac,nonmember,low,few or none,44.55
190,995ae324,nonmember,low,few or none,6.65
191,5cb7e873,member,high,many,136.55
192,7cc142df,nonmember,low,many,44.03
193,b03f00c5,nonmember,low,few or none,62.44
194,05d2f3dc,nonmember,low,few or none,33.1
195,ad48f735,nonmember,high,few or none,47.65
196,8da75608,nonmember,high,many,54.98
197,7c483392,member,low,few or none,221.51
198,353b3310,member,high,many,108.08
199,da546bcf,nonmember,low,few or none,46.89
200,02fa4415,nonmember,low,few or none,38.42
201,d898f7bf,nonmember,low,few or none,7.51
202,0ee3787e,nonmember,low,few or none,39.87
203,233ec4f9,nonmember,low,few or none,33.17
204,db1b2d0e,member,high,many,143.9
205,f8898d1f,nonmember,high,many,55.41
206,30d95ebd,member,high,many,178.16
207,7f8bb1be,nonmember,high,many,58.34
208,948e59c2,member,low,many,119.13
209,d07c1530,nonmember,low,few or none,9.1
210,918e4a46,member,high,few or none,220.39
211,7e51bc6d,nonmember,low,many,45.95
212,621dbaeb,nonmember,low,many,59.68
213,ee8819db,nonmember,high,few or none,25.89
214,6f0caa12,nonmember,low,many,52.3
215,d3a952f6,nonmember,low,few or none,101.3
216,c864a5bf,nonmember,high,many,57.88
217,6e8ff885,nonmember,low,few or none,20.38
218,9f68a2a7,nonmember,low,few or none,6.59
219,b8294fe0,nonmember,low,few or none,36.91
220,e283920e,member,low,many,150.46
221,ed82e70c,nonmember,low,few or none,4.57
222,e0634f57,nonmember,high,few or none,8.62
223,c76ca54c,nonmember,low,few or none,66.14
224,6f4ea939,nonmember,low,few or none,47.8
225,2d98e064,nonmember,low,few or none,6.41
226,279a5a64,nonmember,low,few or none,9.56
227,04ae065f,nonmember,low,few or none,38.25
228,fa48f125,nonmember,low,few or none,36.08
229,25f57f4f,member,high,many,159.7
230,0f62b55e,nonmember,low,few or none,68.4
231,489939b5,nonmember,low,few or none,14.92
232,3962ff0a,member,high,many,31.77
233,d2e0599a,nonmember,low,few or none,98.72
234,5c50cf73,nonmember,high,many,50.02
235,f3186014,member,high,many,175.45
236,17224ddf,nonmember,low,few or none,63.14
237,1fb7ee77,nonmember,low,few or none,49.5
238,87f71dbd,nonmember,low,few or none,23.21
239,adc58fe3,nonmember,low,few or none,59.82
240,06b10f2e,member,high,few or none,221.93
241,57390463,nonmember,low,few or none,41.34
242,14016b47,nonmember,low,many,55.43
243,143c7e56,nonmember,high,few or none,30.15
244,65478fa7,nonmember,low,few or none,18.02
245,1f00c642,nonmember,low,few or none,24.85
246,42281760,nonmember,high,many,58.62
247,6068d885,nonmember,high,many,49.5
248,8cfac2a4,nonmember,low,few or none,42.56
249,9e2bff26,member,high,many,75.42
250,28eb7e90,nonmember,low,few or none,8.71
251,e4a03d05,member,high,many,134.14
252,813c33e0,nonmember,low,few or none,87.33
253,d6d25164,nonmember,high,few or none,29.11
254,7c7156c6,nonmember,high,few or none,36.48
255,744c125f,nonmember,low,few or none,51.78
256,1baf0102,member,high,many,148.82
257,573f3578,nonmember,high,few or none,61.32
258,79e52aae,nonmember,high,many,52.62
259,03ae4aac,member,high,few or none,228.23
260,2bb8e978,nonmember,low,few or none,49.18
261,fbd6b63f,member,low,few or none,227.5
262,c7387265,nonmember,high,many,65.13
263,639715e0,member,low,few or none,220.53
264,1560f86b,member,high,many,112.34
265,a79ef08e,member,high,many,126.08
266,5ad3fffb,nonmember,low,few or none,44.94
267,0e04137b,nonmember,low,few or none,8.8
268,bd179466,nonmember,low,few or none,41.69
269,5360f3e9,member,high,many,79.36
270,a6f481e7,member,high,many,151.79
271,4c9e2b82,nonmember,low,few or none,12.98
272,5191102c,nonmember,low,few or none,29.41
273,cb606057,member,high,few or none,219.16
274,230ebd95,member,high,many,157.9
275,e896508d,nonmember,high,many,56.84
276,7ba34737,member,high,few or none,224.48
277,26be5597,member,high,few or none,232.62
278,41f090a7,member,low,few or none,227.52
279,1dfb3fa6,nonmember,low,few or none,46.75
280,b3aa2d0a,member,high,many,245.42
281,25a097f8,nonmember,low,few or none,44.42
282,b08a39b6,nonmember,low,few or none,52.7
283,196df951,nonmember,low,few or none,2.63
284,f3dfa977,nonmember,low,few or none,66.45
285,b8680419,nonmember,high,few or none,11.75
286,08fce622,nonmember,high,many,49.94
287,39e57144,nonmember,low,few or none,52.56
288,5cdeb23a,member,high,many,147.02
289,87b0df84,nonmember,low,few or none,20.96
290,59a32d6b,nonmember,low,few or none,30.27
291,d47a4a0c,nonmember,low,few or none,10.8
292,99bee732,nonmember,low,few or none,32.64
293,e68878c4,nonmember,low,few or none,3.62
294,4b875272,nonmember,high,many,52.36
295,638cfd2c,member,high,many,85.15
296,4663dbea,nonmember,low,few or none,4.47
297,68b37cf8,nonmember,low,few or none,35.13
298,62380086,nonmember,low,few or none,43.18
299,f1624485,nonmember,low,few or none,37.02
300,9d011c2e,nonmember,low,many,49.38
301,68ea3206,nonmember,high,many,60.79
302,56c5a0d8,member,high,few or none,220.78
303,9e63a260,nonmember,low,few or none,48.2
304,c8010194,member,high,many,49.73
305,5142a751,nonmember,low,few or none,30.9
306,1e93bb47,nonmember,high,many,48.25
307,6f27b619,nonmember,low,few or none,45.12
308,124a1d4f,nonmember,low,few or none,42.84
309,b3c8594b,nonmember,low,few or none,93.51
310,3ee96bac,nonmember,low,few or none,0.71
311,afa07612,nonmember,high,many,54.0
312,70202093,member,high,many,111.09
313,572a047b,nonmember,low,few or none,16.97
314,408674da,nonmember,low,few or none,31.03
315,d9588c54,nonmember,low,few or none,65.94
316,a303aa2a,nonmember,low,few or none,38.66
317,06f7dfa1,nonmember,low,few or none,34.01
318,db174f35,nonmember,low,few or none,43.04
319,00ae9a0e,member,high,many,117.7
320,d5591f94,member,high,few or none,214.72
321,4eb78618,nonmember,low,few or none,33.9
322,398c6252,nonmember,low,few or none,75.9
323,7bb7618c,nonmember,high,many,53.24
324,7390c661,member,high,many,185.83
325,b2cfaa99,member,high,few or none,221.92
326,5b60702e,nonmember,low,many,58.97
327,27093f69,member,high,many,4.18
328,db7dddc3,nonmember,high,many,52.44
329,67d97720,nonmember,low,few or none,59.31
330,68751de2,member,low,few or none,217.88
331,57c2afdf,nonmember,high,many,55.26
332,322a321f,member,high,many,183.34
333,c166d9ac,member,high,many,203.36
334,da2c03ef,member,high,many,70.38
335,89aea6e3,nonmember,low,few or none,28.41
336,3f0c3ef2,nonmember,low,few or none,21.52
337,e042e6ea,member,low,few or none,223.19
338,6511f6de,member,high,few or none,225.84
339,10fabeef,nonmember,high,many,50.52
340,3fbf47ca,member,high,many,96.63
341,fe28ac5b,nonmember,low,few or none,60.29
342,71776e6f,nonmember,low,few or none,45.24
343,f60e2c87,member,high,many,83.91
344,34323a10,nonmember,low,many,48.22
345,a6c70e2f,nonmember,high,few or none,77.92
346,7241d0b1,member,high,many,76.68
347,806008db,member,high,many,110.99
348,74f06f4a,nonmember,low,few or none,101.43
349,2d6d0dc3,nonmember,low,few or none,20.06
350,ab12001e,nonmember,low,few or none,71.89
351,e1c954fa,member,high,many,48.96
352,b6a94ce2,member,high,many,126.18
353,8b2edf13,nonmember,low,few or none,22.15
354,54bc7756,nonmember,low,few or none,35.16
355,d4dbba41,nonmember,low,few or none,40.57
356,7ec8e037,nonmember,low,few or none,18.87
357,2f69750b,member,high,many,69.01
358,d92c47ef,nonmember,low,few or none,27.62
359,55c94f4d,member,high,few or none,225.67
360,9a8806eb,member,low,few or none,224.53
361,294ef956,nonmember,low,few or none,48.31
362,9217eb00,nonmember,low,few or none,36.28
363,06ec4447,nonmember,low,many,56.22
364,320be426,member,high,many,148.08
365,659563e9,member,high,few or none,225.07
366,029e366d,nonmember,low,few or none,71.48
367,4ef1d598,nonmember,low,few or none,66.1
368,0c46d4c6,nonmember,low,few or none,39.6
369,118f56bb,nonmember,low,few or none,31.29
370,230d0e08,nonmember,high,many,58.49
371,801775cd,member,high,many,178.89
372,b2ddbab6,member,high,few or none,219.98
373,d85caa22,nonmember,low,few or none,37.04
374,a786aed7,nonmember,low,few or none,39.76
375,f754e884,nonmember,low,few or none,47.5
376,c47e8865,nonmember,low,few or none,82.55
377,b0ddc6d1,nonmember,low,few or none,70.28
378,24f65dfb,nonmember,high,few or none,20.46
379,b51e6b1b,nonmember,high,many,55.44
380,1dec2fab,member,high,few or none,220.32
381,28d6fcee,nonmember,low,few or none,45.88
382,be497f5d,nonmember,low,few or none,19.98
383,d3bc7d88,member,high,many,249.8
384,f7e67d06,nonmember,low,few or none,49.35
385,77302c11,nonmember,low,few or none,54.68
386,56b85772,nonmember,low,few or none,45.95
387,4b6b0386,nonmember,low,few or none,18.54
388,872329bf,nonmember,low,few or none,62.76
389,8a837ccc,nonmember,low,few or none,11.61
390,c94de59d,nonmember,low,few or none,22.38
391,d7812356,nonmember,high,many,61.89
392,98cd818e,nonmember,low,few or none,51.23
393,6bcf0eaf,member,low,few or none,235.68
394,d8fc2b8a,nonmember,high,many,58.14
395,6315f6cb,nonmember,low,many,49.93
396,f2ade119,member,high,many,30.15
397,49d0650e,nonmember,low,few or none,34.43
398,deac0b05,nonmember,high,many,50.6
399,c3a1319f,nonmember,low,few or none,30.97
400,43d371ab,member,high,many,73.8
401,eca5de12,nonmember,low,few or none,36.68
402,ed681ea8,nonmember,low,few or none,13.21
403,7a646c8c,nonmember,high,few or none,20.78
404,e3a4cb10,nonmember,high,many,63.2
405,60968eb9,nonmember,low,few or none,25.52
406,f4bb5356,nonmember,low,few or none,69.02
407,2a9616d2,nonmember,low,few or none,22.26
408,c8285903,nonmember,low,few or none,42.26
409,3fe1d7e9,member,high,many,121.9
410,dc571e67,nonmember,low,few or none,38.15
411,d034715d,nonmember,low,few or none,4.41
412,cde9061b,nonmember,low,few or none,19.97
413,ce047029,nonmember,low,few or none,34.99
414,ff48665a,nonmember,low,few or none,27.33
415,71f9e932,nonmember,low,few or none,19.93
416,c7b0e7c3,nonmember,high,many,58.28
417,ff62dff9,member,low,many,166.38
418,1c193161,nonmember,low,few or none,51.33
419,d1c21b44,nonmember,low,few or none,30.71
420,364aaf5c,nonmember,low,few or none,21.89
421,f64705bc,nonmember,low,few or none,34.51
422,a87ba165,nonmember,low,few or none,54.54
423,b0b600e0,nonmember,low,few or none,12.36
424,3fd767ec,nonmember,low,few or none,55.77
425,f83a2023,nonmember,high,many,50.36
426,1c09474c,nonmember,low,few or none,58.56
427,8da9f506,nonmember,high,many,60.8
428,e89640a6,nonmember,low,few or none,86.31
429,5027f1a8,member,high,many,239.31
430,822ee0b4,nonmember,low,few or none,54.59
431,c4536726,nonmember,low,few or none,77.3
432,0cfa6b7a,nonmember,high,few or none,18.93
433,2612c5e8,nonmember,low,few or none,74.73
434,d2cabe32,nonmember,low,few or none,81.78
435,9aa61ed1,member,high,many,164.66
436,9f2f2f25,nonmember,high,many,58.21
437,9b203b30,nonmember,high,many,43.98
438,6aadb6c8,nonmember,low,few or none,58.68
439,77fa9b63,nonmember,low,few or none,63.23
440,fd7af349,member,high,few or none,217.78
441,8c8cd899,member,high,few or none,228.72
442,4da0bcc7,nonmember,low,few or none,45.57
443,a48d794b,member,high,many,137.68
444,d49f5b77,member,high,many,103.58
445,75f2e200,nonmember,low,few or none,33.29
446,e173177b,member,high,many,133.0
447,9bce8303,nonmember,high,many,57.46
448,ce938933,nonmember,low,few or none,76.77
449,4c323109,member,high,many,45.76
450,2ff81148,nonmember,low,few or none,72.26
451,119051ba,nonmember,low,few or none,45.17
452,ae9721d2,member,high,few or none,239.97
453,d2631204,nonmember,low,few or none,50.2
454,f9c6f190,nonmember,low,few or none,17.07
455,3ad48704,nonmember,high,few or none,43.52
456,e22bbed2,nonmember,low,few or none,34.41
457,a2bf2693,member,high,many,38.81
458,3d57712f,nonmember,high,many,52.39
459,6060a9e8,nonmember,low,few or none,64.07
460,69ecd30b,member,high,many,212.82
461,15d2db41,nonmember,low,few or none,58.13
462,6c65b2b4,nonmember,low,few or none,23.21
463,2a16a51e,member,high,many,131.24
464,5ef5b4d9,member,high,many,201.13
465,bf6e38ac,nonmember,low,few or none,74.9
466,0f5fbf59,member,high,few or none,223.61
467,aa52c65f,member,high,many,34.66
468,7afe2fec,nonmember,high,many,50.91
469,765fd804,member,low,few or none,226.29
470,1d90f16f,nonmember,low,few or none,28.65
471,2bcb85f5,nonmember,high,few or none,32.37
472,eba92cc9,nonmember,low,few or none,41.18
473,1958ba45,nonmember,low,few or none,25.4
474,0e80285e,nonmember,low,few or none,42.4
475,3c139263,nonmember,low,few or none,7.47
476,15687706,member,high,few or none,226.3
477,064f7e4c,nonmember,low,few or none,20.55
478,824e3e5f,nonmember,low,few or none,36.39
479,64672c8e,member,high,many,128.44
480,715acf80,nonmember,high,many,53.67
481,4ce3ac9f,member,high,many,96.64
482,bfd31e8f,nonmember,low,few or none,66.12
483,8e987227,nonmember,low,few or none,49.45
484,a40cb247,nonmember,low,few or none,39.16
485,9f25861f,nonmember,low,few or none,65.95
486,ec3b926a,nonmember,low,few or none,21.81
487,fe7bab7d,nonmember,high,many,56.13
488,9d3562f9,nonmember,high,many,59.18
489,ec2a6f1f,nonmember,high,many,50.29
490,0b3378ee,member,low,few or none,223.2
491,ec734045,member,high,few or none,230.38
492,6f55f956,nonmember,high,many,51.2
493,6766db07,nonmember,low,few or none,41.22
494,eeb7eca9,nonmember,low,few or none,45.8
495,8fd316c6,member,low,few or none,225.54
496,40c05540,nonmember,low,few or none,62.82
497,b7b09847,nonmember,low,few or none,42.55
498,e65250a9,nonmember,high,many,66.79
499,ae052279,member,low,many,180.73
500,f160f591,nonmember,low,few or none,84.75
501,b305bcfa,member,high,many,107.74
502,9284eb4a,member,high,few or none,222.95
503,10eed365,nonmember,low,few or none,38.36
504,2575e5dc,nonmember,high,many,63.63
505,f62896af,member,high,many,118.81
506,d3d4b19a,member,low,few or none,220.0
507,3ed535d0,nonmember,low,few or none,83.72
508,fb0c8b35,nonmember,low,few or none,75.57
509,d1fd1ff8,nonmember,high,many,57.02
510,3836a9fb,nonmember,low,few or none,60.29
511,8875e73f,nonmember,high,many,62.41
512,d2bdbb66,nonmember,low,many,44.76
513,3b63ceac,nonmember,low,few or none,25.78
514,b1d8af2a,nonmember,low,few or none,65.93
515,fecf2bb0,nonmember,high,many,45.98
516,9a127383,nonmember,high,few or none,36.03
517,567395d7,member,high,few or none,226.72
518,2a602d2f,nonmember,low,few or none,4.04
519,f16e81f6,member,low,few or none,225.12
520,4451a508,nonmember,high,many,67.1
521,6621f76d,nonmember,low,few or none,37.39
522,42dc451a,member,low,few or none,226.1
523,be240216,nonmember,high,many,60.1
524,4bafe2e9,nonmember,low,few or none,26.93
525,a237983a,nonmember,low,few or none,6.55
526,e46cb221,nonmember,low,few or none,5.37
527,0d0d9f23,nonmember,low,few or none,77.67
528,23227578,nonmember,low,few or none,65.61
529,4276acc2,nonmember,low,many,52.13
530,28233141,member,high,few or none,225.21
531,8a050944,nonmember,low,few or none,49.96
532,f795a260,nonmember,low,few or none,71.07
533,11406cf7,nonmember,low,few or none,29.11
534,fac3bf63,nonmember,low,few or none,67.31
535,ef39aee2,nonmember,low,few or none,76.98
536,22fe352f,nonmember,low,many,59.72
537,f821647d,nonmember,low,few or none,53.73
538,65d8cc67,nonmember,high,few or none,49.62
539,bc57ce70,nonmember,low,many,59.84
540,a094deb6,nonmember,low,few or none,52.83
541,ec7ef809,nonmember,low,few or none,31.07
542,17ca7c9c,member,high,many,127.41
543,6dc22d34,nonmember,low,few or none,38.25
544,15aac08e,nonmember,low,few or none,42.12
545,a342ac48,nonmember,low,few or none,44.51
546,ca8ea995,member,high,many,4.47
547,d2b4d49f,member,high,many,65.06
548,3c087ab8,nonmember,low,few or none,60.64
549,4c2b3570,nonmember,low,few or none,17.51
550,12492df5,member,high,many,11.48
551,5e7fffda,nonmember,low,few or none,7.84
552,795c5874,nonmember,low,few or none,65.31
553,afdf082a,member,high,many,42.98
554,d65d2990,nonmember,low,few or none,49.19
555,6a7cde77,nonmember,high,many,53.63
556,dce3ae21,nonmember,high,few or none,32.75
557,484aebec,nonmember,low,few or none,39.36
558,675af8e6,nonmember,low,few or none,30.59
559,d8625658,nonmember,low,few or none,45.46
560,ae7ed5d4,member,high,many,39.59
561,ea462419,nonmember,low,few or none,45.13
562,31aa5756,nonmember,high,few or none,32.4
563,d5327781,nonmember,low,few or none,80.28
564,3b13b606,nonmember,low,few or none,41.46
565,d51be50a,nonmember,high,few or none,33.01
566,d52d31ee,nonmember,low,many,44.44
567,b2da6bbf,member,high,few or none,227.65
568,b048cfce,nonmember,low,few or none,64.5
569,1f2be407,nonmember,high,many,51.1
570,162f83c8,member,high,few or none,226.13
571,8a1ca63a,nonmember,low,few or none,72.31
572,091044ef,nonmember,high,many,51.69
573,d3139798,nonmember,low,few or none,43.99
574,d4fdf6c7,nonmember,low,many,60.62
575,f2cf75de,nonmember,low,few or none,3.71
576,0ed6e360,nonmember,low,few or none,51.23
577,4360a76d,nonmember,low,few or none,48.47
578,d5534e23,nonmember,high,many,56.48
579,0f37c788,nonmember,low,few or none,49.58
580,71f5d9e5,nonmember,high,many,59.75
581,d586975b,nonmember,low,few or none,32.18
582,cdb9c7a1,member,high,many,86.55
583,72403e35,nonmember,low,few or none,49.73
584,99fe8909,nonmember,low,few or none,13.71
585,71f38c8c,nonmember,low,many,55.18
586,8d3e4bc7,member,high,many,59.65
587,0886c90c,member,high,many,157.66
588,c85e8a0b,nonmember,low,few or none,22.56
589,2ab7f5d5,nonmember,low,few or none,18.6
590,d84197f1,member,high,many,209.08
591,ff61ed89,nonmember,low,few or none,47.2
592,6c0f9673,member,low,few or none,222.44
593,69dd4eec,nonmember,low,few or none,17.03
594,4e33c0e3,member,high,few or none,214.08
595,1ec91b1b,nonmember,low,few or none,49.89
596,9428c9b3,nonmember,low,few or none,41.28
597,12d87924,nonmember,low,few or none,68.53
598,36384f57,nonmember,low,many,53.9
599,10437be4,member,high,many,108.07
600,3f58df8b,nonmember,high,many,56.09
601,d0b323d4,nonmember,low,few or none,49.61
602,66c5a5e3,nonmember,low,many,53.87
603,d2ce2575,nonmember,high,many,62.74
604,69374e68,nonmember,low,many,61.33
605,cecf83bd,nonmember,high,many,50.42
606,2e6e809e,nonmember,low,few or none,19.79
607,4c71a798,nonmember,low,few or none,41.2
608,9982cee6,nonmember,low,few or none,49.91
609,49ce63ac,nonmember,low,few or none,6.49
610,716fdca4,nonmember,low,few or none,35.07
611,8c9972a1,nonmember,low,few or none,63.2
612,50f20fa8,nonmember,low,few or none,12.21
613,8324bb07,member,high,many,187.0
614,f6dc409a,nonmember,low,many,54.83
615,6b1a0f70,member,low,few or none,216.02
616,4556b4c7,nonmember,low,few or none,85.46
617,245af6bd,member,high,many,66.82
618,ebcd1e55,nonmember,low,few or none,34.82
619,37020b3b,nonmember,low,few or none,19.51
620,0624acfc,nonmember,low,few or none,78.21
621,0698fe65,nonmember,low,few or none,40.86
622,fcd72987,member,high,many,150.43
623,fad67985,member,low,few or none,225.82
624,4d079399,nonmember,low,few or none,78.36
625,b33a82d1,member,high,many,241.69
626,155c7707,nonmember,high,many,50.04
627,670bfad0,member,high,few or none,215.28
628,ba32e604,nonmember,low,few or none,18.3
629,49ed683b,nonmember,low,few or none,34.07
630,aa2bacb6,nonmember,low,few or none,40.12
631,21f69db7,nonmember,low,few or none,46.51
632,c9f98f75,member,low,few or none,223.84
633,5e07abcf,nonmember,high,many,63.62
